performance_id,campaign_id,date,creator_id,platform,spend_vnd,impressions,clicks,video_views,reach,ctr,cpm_vnd
PERF_00000516,CMP_0006,2024-01-07,CRE_0013,Lazada Live,11768875.0,110074,1623,33605,55490,0.014745,106917.85
PERF_00000517,CMP_0006,2024-01-08,CRE_0004,Lazada Live,2361570.0,21938,880,12455,14868,0.040113,107647.46
PERF_00000518,CMP_0006,2024-01-08,CRE_0011,Lazada Live,7780053.0,108529,3947,31917,94419,0.036368,71686.4
PERF_00000519,CMP_0006,2024-01-08,CRE_0012,Lazada Live,9978684.0,290210,9099,130335,202113,0.031353,34384.36
PERF_00000520,CMP_0006,2024-01-08,CRE_0013,Lazada Live,13582795.0,240808,2967,59032,152327,0.012321,56405.08
PERF_00000521,CMP_0006,2024-01-09,CRE_0004,Lazada Live,2090281.0,47580,2030,9495,33044,0.042665,43931.93
PERF_00000522,CMP_0006,2024-01-09,CRE_0011,Lazada Live,582541.0,5836,241,3225,4721,0.041295,99818.54
PERF_00000523,CMP_0006,2024-01-09,CRE_0012,Lazada Live,1136183.0,24465,496,10801,20506,0.020274,46441.16
PERF_00000524,CMP_0006,2024-01-09,CRE_0013,Lazada Live,3816622.0,54507,1991,30296,29467,0.036527,70020.77
PERF_00000525,CMP_0006,2024-01-10,CRE_0004,Lazada Live,2518477.0,26062,1240,9939,17598,0.047579,96634.06
PERF_00000526,CMP_0006,2024-01-10,CRE_0011,Lazada Live,5816797.0,62611,370,22701,48681,0.00591,92903.75
PERF_00000527,CMP_0006,2024-01-10,CRE_0012,Lazada Live,9705064.0,245266,6454,58729,177305,0.026314,39569.54
PERF_00000528,CMP_0006,2024-01-10,CRE_0013,Lazada Live,6622701.0,184652,3106,106051,118741,0.016821,35865.85
PERF_00000529,CMP_0006,2024-01-11,CRE_0004,Lazada Live,6319241.0,56054,2567,30143,30740,0.045795,112734.88
PERF_00000530,CMP_0006,2024-01-11,CRE_0011,Lazada Live,2848932.0,35025,1222,11314,31473,0.034889,81339.96
PERF_00000531,CMP_0006,2024-01-11,CRE_0012,Lazada Live,5913095.0,110173,882,54535,63261,0.008006,53671.0
PERF_00000532,CMP_0006,2024-01-11,CRE_0013,Lazada Live,6492209.0,80779,1248,14030,44693,0.01545,80370.01
PERF_00000533,CMP_0006,2024-01-12,CRE_0004,Lazada Live,10671372.0,344155,2649,170027,187599,0.007697,31007.46
PERF_00000534,CMP_0006,2024-01-12,CRE_0011,Lazada Live,10155712.0,122799,662,66335,68131,0.005391,82701.91
PERF_00000535,CMP_0006,2024-01-12,CRE_0012,Lazada Live,13850609.0,128899,5291,25049,88927,0.041048,107453.19
PERF_00000536,CMP_0006,2024-01-12,CRE_0013,Lazada Live,7441648.0,191232,4293,79686,137029,0.022449,38914.24
PERF_00000537,CMP_0006,2024-01-13,CRE_0004,Lazada Live,12156114.0,281716,3018,99990,237901,0.010713,43150.24
PERF_00000538,CMP_0006,2024-01-13,CRE_0011,Lazada Live,1485913.0,19498,963,7469,11675,0.04939,76208.48
PERF_00000539,CMP_0006,2024-01-13,CRE_0012,Lazada Live,11424499.0,108207,2302,23012,65463,0.021274,105580.04
PERF_00000540,CMP_0006,2024-01-13,CRE_0013,Lazada Live,1365259.0,19824,875,9720,10131,0.044138,68869.0
PERF_00000541,CMP_0006,2024-01-14,CRE_0004,Lazada Live,10239012.0,89997,2032,36288,76207,0.022579,113770.59
PERF_00000542,CMP_0006,2024-01-14,CRE_0011,Lazada Live,11354823.0,273878,8947,135633,234301,0.032668,41459.42
PERF_00000543,CMP_0006,2024-01-14,CRE_0012,Lazada Live,9867594.0,100701,1216,40228,61936,0.012075,97989.04
PERF_00000544,CMP_0006,2024-01-14,CRE_0013,Lazada Live,11709938.0,169840,1085,22617,90683,0.006388,68946.88
PERF_00000545,CMP_0006,2024-01-15,CRE_0004,Lazada Live,13428932.0,311570,10550,88722,204797,0.033861,43100.85
PERF_00000546,CMP_0006,2024-01-15,CRE_0011,Lazada Live,7235353.0,70511,3262,17751,50353,0.046262,102613.11
PERF_00000547,CMP_0006,2024-01-15,CRE_0012,Lazada Live,5242773.0,90811,4330,32303,59430,0.047681,57732.8
PERF_00000548,CMP_0006,2024-01-15,CRE_0013,Lazada Live,13131806.0,142798,5181,80213,105967,0.036282,91960.71
PERF_00000549,CMP_0007,2024-09-20,CRE_0016,YouTube,1819322.0,24561,501,8805,18483,0.020398,74073.61
PERF_00000550,CMP_0007,2024-09-20,CRE_0011,YouTube,4148098.0,76619,1318,18731,54047,0.017202,54139.29
PERF_00000551,CMP_0007,2024-09-21,CRE_0016,YouTube,5039249.0,45185,2070,17306,28891,0.045812,111524.82
PERF_00000552,CMP_0007,2024-09-21,CRE_0011,YouTube,4942041.0,47375,1340,14485,28688,0.028285,104317.49
PERF_00000553,CMP_0007,2024-09-22,CRE_0016,YouTube,6645798.0,74404,2944,40570,41347,0.039568,89320.44
PERF_00000554,CMP_0007,2024-09-22,CRE_0011,YouTube,11663681.0,206249,7408,57903,147903,0.035918,56551.45
PERF_00000555,CMP_0007,2024-09-23,CRE_0016,YouTube,5156566.0,50642,1578,9455,39998,0.03116,101823.9
PERF_00000556,CMP_0007,2024-09-23,CRE_0011,YouTube,13204112.0,150949,2152,74715,125613,0.014256,87473.99
PERF_00000557,CMP_0007,2024-09-24,CRE_0016,YouTube,3154629.0,35737,977,7962,24792,0.027339,88273.47
PERF_00000558,CMP_0007,2024-09-24,CRE_0011,YouTube,4425737.0,54546,1591,9445,40494,0.029168,81137.7
PERF_00000559,CMP_0007,2024-09-25,CRE_0016,YouTube,4161768.0,35574,1479,21057,17833,0.041575,116989.04
PERF_00000560,CMP_0007,2024-09-25,CRE_0011,YouTube,3239457.0,28398,1327,9296,25454,0.046729,114073.42
PERF_00000561,CMP_0007,2024-09-26,CRE_0016,YouTube,8961962.0,163127,4981,32559,84890,0.030534,54938.56
PERF_00000562,CMP_0007,2024-09-26,CRE_0011,YouTube,6701756.0,56625,1799,19149,37075,0.03177,118353.31
PERF_00000563,CMP_0007,2024-09-27,CRE_0016,YouTube,2231949.0,48206,1024,24134,25153,0.021242,46300.23
PERF_00000564,CMP_0007,2024-09-27,CRE_0011,YouTube,12784033.0,232597,6903,54475,189228,0.029678,54962.16
PERF_00000565,CMP_0007,2024-09-28,CRE_0016,YouTube,13923343.0,151661,2156,82754,110200,0.014216,91805.69
PERF_00000566,CMP_0007,2024-09-28,CRE_0011,YouTube,642913.0,10646,352,2539,7153,0.033064,60390.1
PERF_00000567,CMP_0007,2024-09-29,CRE_0016,YouTube,3842081.0,44858,1376,10468,32344,0.030675,85649.85
PERF_00000568,CMP_0007,2024-09-29,CRE_0011,YouTube,12691136.0,290725,8697,75111,170931,0.029915,43653.4
PERF_00000569,CMP_0007,2024-09-30,CRE_0016,YouTube,12182799.0,116849,1652,47691,103036,0.014138,104261.05
PERF_00000570,CMP_0007,2024-09-30,CRE_0011,YouTube,1822077.0,18854,924,4428,13094,0.049008,96641.4
PERF_00000571,CMP_0007,2024-10-01,CRE_0016,YouTube,1887413.0,17791,265,5866,10074,0.014895,106088.08
PERF_00000572,CMP_0007,2024-10-01,CRE_0011,YouTube,3016375.0,60532,595,13279,37735,0.00983,49831.08
PERF_00000573,CMP_0007,2024-10-02,CRE_0016,YouTube,8904745.0,106041,2375,21918,57277,0.022397,83974.55
PERF_00000574,CMP_0007,2024-10-02,CRE_0011,YouTube,1688958.0,17945,447,8426,11732,0.024909,94118.58
PERF_00000575,CMP_0007,2024-10-03,CRE_0016,YouTube,9418267.0,146668,4305,34593,125067,0.029352,64214.87
PERF_00000576,CMP_0007,2024-10-03,CRE_0011,YouTube,7627037.0,75468,2156,19700,52798,0.028568,101063.19
PERF_00000577,CMP_0007,2024-10-04,CRE_0016,YouTube,9426749.0,89404,2887,25612,69858,0.032292,105439.9
PERF_00000578,CMP_0007,2024-10-04,CRE_0011,YouTube,9213826.0,99176,2181,48996,57804,0.021991,92903.79
PERF_00000579,CMP_0007,2024-10-05,CRE_0016,YouTube,5056071.0,76077,1232,18664,45064,0.016194,66459.92
PERF_00000580,CMP_0007,2024-10-05,CRE_0011,YouTube,9206317.0,127380,776,72305,76126,0.006092,72274.43
PERF_00000581,CMP_0007,2024-10-06,CRE_0016,YouTube,10614923.0,150135,6156,44204,95797,0.041003,70702.52
PERF_00000582,CMP_0007,2024-10-06,CRE_0011,YouTube,6024079.0,81202,3052,45034,43506,0.037585,74186.34
PERF_00000583,CMP_0007,2024-10-07,CRE_0016,YouTube,4196423.0,82982,1783,49668,57374,0.021487,50570.28
PERF_00000584,CMP_0007,2024-10-07,CRE_0011,YouTube,2943854.0,27556,937,11010,22707,0.034003,106831.69
PERF_00000585,CMP_0007,2024-10-08,CRE_0016,YouTube,12765587.0,108068,2313,51911,57923,0.021403,118125.5
PERF_00000586,CMP_0007,2024-10-08,CRE_0011,YouTube,13779824.0,359655,13051,44968,191229,0.036288,38314.01
PERF_00000587,CMP_0007,2024-10-09,CRE_0016,YouTube,14014146.0,197998,3601,104790,121057,0.018187,70779.23
PERF_00000588,CMP_0007,2024-10-09,CRE_0011,YouTube,13781462.0,272264,5178,98084,161378,0.019018,50618.01
PERF_00000589,CMP_0007,2024-10-10,CRE_0016,YouTube,1837929.0,52976,1825,26071,46700,0.03445,34693.62
PERF_00000590,CMP_0007,2024-10-10,CRE_0011,YouTube,14151877.0,308757,9156,176302,264903,0.029654,45835.0
PERF_00000591,CMP_0007,2024-10-11,CRE_0016,YouTube,3925556.0,38225,527,17440,20142,0.013787,102696.04
PERF_00000592,CMP_0007,2024-10-11,CRE_0011,YouTube,1971899.0,19041,248,3085,13043,0.013025,103560.68
PERF_00000593,CMP_0007,2024-10-12,CRE_0016,YouTube,11532474.0,121281,1439,68654,72557,0.011865,95088.88
PERF_00000594,CMP_0007,2024-10-12,CRE_0011,YouTube,626824.0,5858,231,2089,2977,0.039433,107003.07
PERF_00000595,CMP_0008,2024-04-07,CRE_0013,TikTok,2456762.0,71519,859,11882,60410,0.012011,34351.18
PERF_00000596,CMP_0008,2024-04-08,CRE_0013,TikTok,12597059.0,154285,2710,34389,87951,0.017565,81647.98
PERF_00000597,CMP_0008,2024-04-09,CRE_0013,TikTok,2093205.0,39992,1351,19086,21068,0.033782,52340.59
PERF_00000598,CMP_0008,2024-04-10,CRE_0013,TikTok,5972664.0,198746,5114,99257,153235,0.025731,30051.74
PERF_00000599,CMP_0008,2024-04-11,CRE_0013,TikTok,6227745.0,79100,1833,28675,69990,0.023173,78732.55
PERF_00000600,CMP_0008,2024-04-12,CRE_0013,TikTok,14177637.0,229210,7391,105248,183307,0.032246,61854.36
PERF_00000601,CMP_0008,2024-04-13,CRE_0013,TikTok,11398653.0,147818,3450,51969,103456,0.02334,77112.75
PERF_00000602,CMP_0008,2024-04-14,CRE_0013,TikTok,12170162.0,250309,8007,71025,155035,0.031988,48620.55
PERF_00000603,CMP_0008,2024-04-15,CRE_0013,TikTok,9263738.0,138023,3025,39586,86377,0.021917,67117.35
PERF_00000604,CMP_0008,2024-04-16,CRE_0013,TikTok,3381191.0,107531,2645,45079,60095,0.024598,31443.87
PERF_00000605,CMP_0008,2024-04-17,CRE_0013,TikTok,13045359.0,128974,4993,54754,80065,0.038713,101147.2
PERF_00000606,CMP_0008,2024-04-18,CRE_0013,TikTok,4045131.0,128522,1955,41064,89285,0.015211,31474.23
PERF_00000607,CMP_0008,2024-04-19,CRE_0013,TikTok,7262061.0,101046,4517,33511,67328,0.044702,71868.86
PERF_00000608,CMP_0008,2024-04-20,CRE_0013,TikTok,1244521.0,10794,489,6059,6672,0.045303,115297.48
PERF_00000609,CMP_0009,2024-02-01,CRE_0012,Lazada Live,7243797.0,111804,3846,35407,82656,0.034399,64790.14
PERF_00000610,CMP_0009,2024-02-02,CRE_0012,Lazada Live,5644229.0,74138,1962,42035,62828,0.026464,76131.39
PERF_00000611,CMP_0009,2024-02-03,CRE_0012,Lazada Live,7452148.0,120734,1654,67730,68381,0.0137,61723.69
PERF_00000612,CMP_0009,2024-02-04,CRE_0012,Lazada Live,14885444.0,345093,12768,81029,175953,0.036999,43134.59
PERF_00000613,CMP_0009,2024-02-05,CRE_0012,Lazada Live,3671060.0,47739,290,14403,39117,0.006075,76898.55
PERF_00000614,CMP_0009,2024-02-06,CRE_0012,Lazada Live,7174219.0,83460,1487,10470,58989,0.017817,85959.97
PERF_00000615,CMP_0009,2024-02-07,CRE_0012,Lazada Live,2287818.0,32939,887,15870,16945,0.026929,69456.21
PERF_00000616,CMP_0009,2024-02-08,CRE_0012,Lazada Live,11799964.0,123456,3763,16499,109536,0.03048,95580.32
PERF_00000617,CMP_0009,2024-02-09,CRE_0012,Lazada Live,14027740.0,219138,7610,70108,172903,0.034727,64013.27
PERF_00000618,CMP_0009,2024-02-10,CRE_0012,Lazada Live,4373035.0,102176,4717,14978,66777,0.046165,42799.04
PERF_00000619,CMP_0009,2024-02-11,CRE_0012,Lazada Live,6218791.0,184149,3430,106213,106400,0.018626,33770.43
PERF_00000620,CMP_0009,2024-02-12,CRE_0012,Lazada Live,8754776.0,129541,5462,22776,93116,0.042164,67583.05
PERF_00000621,CMP_0009,2024-02-13,CRE_0012,Lazada Live,4199644.0,37347,187,4971,31503,0.005007,112449.3
PERF_00000622,CMP_0009,2024-02-14,CRE_0012,Lazada Live,4349861.0,59230,472,19791,52861,0.007969,73440.17
PERF_00000623,CMP_0009,2024-02-15,CRE_0012,Lazada Live,13909916.0,186927,1607,61649,160712,0.008597,74413.63
PERF_00000624,CMP_0009,2024-02-16,CRE_0012,Lazada Live,9443576.0,79927,3458,46184,48214,0.043264,118152.51
PERF_00000625,CMP_0009,2024-02-17,CRE_0012,Lazada Live,8599244.0,78156,3254,20734,59865,0.041635,110026.66
PERF_00000626,CMP_0009,2024-02-18,CRE_0012,Lazada Live,8137283.0,90316,3846,35664,69817,0.042584,90097.91
PERF_00000627,CMP_0009,2024-02-19,CRE_0012,Lazada Live,12189740.0,121840,1954,61829,82065,0.016037,100047.11
PERF_00000628,CMP_0009,2024-02-20,CRE_0012,Lazada Live,4446734.0,38804,718,22753,34788,0.018503,114594.73
PERF_00000629,CMP_0009,2024-02-21,CRE_0012,Lazada Live,1243655.0,14938,613,3418,12392,0.041036,83254.45
PERF_00000630,CMP_0009,2024-02-22,CRE_0012,Lazada Live,8547704.0,80635,1197,46614,55294,0.014845,106004.89
PERF_00000631,CMP_0009,2024-02-23,CRE_0012,Lazada Live,2722245.0,70027,2058,19712,55812,0.029389,38874.22
PERF_00000632,CMP_0009,2024-02-24,CRE_0012,Lazada Live,6579727.0,110011,951,19936,76179,0.008645,59809.72
PERF_00000633,CMP_0009,2024-02-25,CRE_0012,Lazada Live,13961943.0,388167,7424,211416,261721,0.019126,35968.91
PERF_00000634,CMP_0009,2024-02-26,CRE_0012,Lazada Live,12318382.0,280830,7383,32379,245736,0.02629,43864.2
PERF_00000635,CMP_0009,2024-02-27,CRE_0012,Lazada Live,2214283.0,43238,1926,14957,38192,0.044544,51211.5
PERF_00000636,CMP_0009,2024-02-28,CRE_0012,Lazada Live,9032137.0,135865,5872,33046,101114,0.043219,66478.76
PERF_00000637,CMP_0009,2024-02-29,CRE_0012,Lazada Live,2890969.0,65218,1286,18810,34771,0.019718,44327.78
PERF_00000638,CMP_0009,2024-03-01,CRE_0012,Lazada Live,1690376.0,16628,89,6155,11590,0.005352,101658.41
PERF_00000639,CMP_0009,2024-03-02,CRE_0012,Lazada Live,1838568.0,15673,648,6645,14054,0.041345,117307.98
PERF_00000640,CMP_0009,2024-03-03,CRE_0012,Lazada Live,530265.0,11532,126,6825,7457,0.010926,45982.05
PERF_00000641,CMP_0009,2024-03-04,CRE_0012,Lazada Live,10442095.0,100012,2107,38604,51623,0.021067,104408.42
PERF_00000642,CMP_0010,2024-08-04,CRE_0011,YouTube,14946575.0,399522,2708,39994,347192,0.006778,37411.14
PERF_00000643,CMP_0010,2024-08-04,CRE_0004,YouTube,11948369.0,107900,4541,37244,65487,0.042085,110735.58
PERF_00000644,CMP_0010,2024-08-04,CRE_0002,YouTube,4725712.0,44871,369,18234,24923,0.008224,105317.73
PERF_00000645,CMP_0010,2024-08-05,CRE_0011,YouTube,7203880.0,67505,815,32944,47655,0.012073,106716.24
PERF_00000646,CMP_0010,2024-08-05,CRE_0004,YouTube,7698025.0,153526,2727,45550,97560,0.017762,50141.51
PERF_00000647,CMP_0010,2024-08-05,CRE_0002,YouTube,2860694.0,39436,1000,22709,24551,0.025358,72540.17
PERF_00000648,CMP_0010,2024-08-06,CRE_0011,YouTube,9975597.0,96552,2298,54575,78950,0.023801,103318.39
PERF_00000649,CMP_0010,2024-08-06,CRE_0004,YouTube,12783281.0,142094,2056,46982,111017,0.014469,89963.55
PERF_00000650,CMP_0010,2024-08-06,CRE_0002,YouTube,1033566.0,29290,1299,5091,26340,0.04435,35287.33
PERF_00000651,CMP_0010,2024-08-07,CRE_0011,YouTube,2328591.0,24498,433,6525,15384,0.017675,95052.29
PERF_00000652,CMP_0010,2024-08-07,CRE_0004,YouTube,3969184.0,54117,1268,30572,41524,0.023431,73344.49
PERF_00000653,CMP_0010,2024-08-07,CRE_0002,YouTube,10238790.0,107050,1992,48660,91874,0.018608,95644.93
PERF_00000654,CMP_0010,2024-08-08,CRE_0011,YouTube,10014634.0,159522,3602,43476,82882,0.02258,62779.01
PERF_00000655,CMP_0010,2024-08-08,CRE_0004,YouTube,12696260.0,124076,2795,62814,85041,0.022527,102326.48
PERF_00000656,CMP_0010,2024-08-08,CRE_0002,YouTube,14515012.0,144377,6326,46894,119300,0.043816,100535.49
PERF_00000657,CMP_0010,2024-08-09,CRE_0011,YouTube,11306578.0,120713,4180,69896,96643,0.034628,93664.96
PERF_00000658,CMP_0010,2024-08-09,CRE_0004,YouTube,13087941.0,281119,12400,51188,168738,0.044109,46556.59
PERF_00000659,CMP_0010,2024-08-09,CRE_0002,YouTube,1851637.0,17019,341,2059,9464,0.020036,108798.23
PERF_00000660,CMP_0010,2024-08-10,CRE_0011,YouTube,7935374.0,106397,1862,21399,60880,0.0175,74582.69
PERF_00000661,CMP_0010,2024-08-10,CRE_0004,YouTube,1057512.0,34301,728,9312,25586,0.021224,30830.35
PERF_00000662,CMP_0010,2024-08-10,CRE_0002,YouTube,5389107.0,136731,5431,79938,79397,0.03972,39413.94
PERF_00000663,CMP_0010,2024-08-11,CRE_0011,YouTube,2643185.0,28972,1263,13675,17654,0.043594,91232.4
PERF_00000664,CMP_0010,2024-08-11,CRE_0004,YouTube,6165008.0,79460,2508,44758,45980,0.031563,77586.31
PERF_00000665,CMP_0010,2024-08-11,CRE_0002,YouTube,11660822.0,121702,824,70839,89620,0.006771,95814.55
PERF_00000666,CMP_0010,2024-08-12,CRE_0011,YouTube,4707803.0,39326,1004,9526,19944,0.02553,119712.23
PERF_00000667,CMP_0010,2024-08-12,CRE_0004,YouTube,9045144.0,77403,605,39845,51619,0.007816,116857.8
PERF_00000668,CMP_0010,2024-08-12,CRE_0002,YouTube,7221375.0,65892,2025,37001,54948,0.030732,109594.11
PERF_00000669,CMP_0010,2024-08-13,CRE_0011,YouTube,3732043.0,69339,3128,36478,57322,0.045112,53823.14
PERF_00000670,CMP_0010,2024-08-13,CRE_0004,YouTube,10192267.0,124052,2824,12670,73400,0.022765,82161.25
PERF_00000671,CMP_0010,2024-08-13,CRE_0002,YouTube,3716114.0,35753,563,3615,18559,0.015747,103938.52
PERF_00000672,CMP_0010,2024-08-14,CRE_0011,YouTube,1603533.0,15675,455,8617,13730,0.029027,102298.76
PERF_00000673,CMP_0010,2024-08-14,CRE_0004,YouTube,736979.0,6813,258,3293,5553,0.037869,108172.46
PERF_00000674,CMP_0010,2024-08-14,CRE_0002,YouTube,11649062.0,129869,3551,50660,92679,0.027343,89698.56
PERF_00000675,CMP_0010,2024-08-15,CRE_0011,YouTube,8509209.0,84947,3693,47809,55692,0.043474,100170.8
PERF_00000676,CMP_0010,2024-08-15,CRE_0004,YouTube,11022958.0,239883,8281,25692,161153,0.034521,45951.39
PERF_00000677,CMP_0010,2024-08-15,CRE_0002,YouTube,5267235.0,101091,2688,15136,88195,0.02659,52103.9
PERF_00000678,CMP_0010,2024-08-16,CRE_0011,YouTube,11099740.0,245504,4456,56109,138647,0.01815,45212.05
PERF_00000679,CMP_0010,2024-08-16,CRE_0004,YouTube,6683516.0,69893,1486,33726,43019,0.021261,95624.97
PERF_00000680,CMP_0010,2024-08-16,CRE_0002,YouTube,14969334.0,162286,5478,22413,91241,0.033755,92240.45
PERF_00000681,CMP_0010,2024-08-17,CRE_0011,YouTube,2260893.0,19773,947,2629,15979,0.047894,114342.44
PERF_00000682,CMP_0010,2024-08-17,CRE_0004,YouTube,11497494.0,211722,2763,102145,134445,0.01305,54304.67
PERF_00000683,CMP_0010,2024-08-17,CRE_0002,YouTube,7756715.0,73756,2143,26212,51075,0.029055,105167.24
PERF_00000684,CMP_0010,2024-08-18,CRE_0011,YouTube,9408307.0,93433,1965,13642,53309,0.021031,100695.76
PERF_00000685,CMP_0010,2024-08-18,CRE_0004,YouTube,12195728.0,154225,2508,16828,133489,0.016262,79077.5
PERF_00000686,CMP_0010,2024-08-18,CRE_0002,YouTube,12163442.0,119957,1066,15800,66975,0.008887,101398.35
PERF_00000687,CMP_0010,2024-08-19,CRE_0011,YouTube,2824928.0,27328,794,9273,23772,0.029054,103371.19
PERF_00000688,CMP_0010,2024-08-19,CRE_0004,YouTube,9657769.0,295516,12827,146674,198870,0.043405,32681.04
PERF_00000689,CMP_0010,2024-08-19,CRE_0002,YouTube,12205488.0,122265,2825,22467,91506,0.023106,99828.14
PERF_00000690,CMP_0010,2024-08-20,CRE_0011,YouTube,7509635.0,90726,3300,53353,72386,0.036373,82772.69
PERF_00000691,CMP_0010,2024-08-20,CRE_0004,YouTube,12600412.0,110489,4434,41845,75479,0.040131,114042.23
PERF_00000692,CMP_0010,2024-08-20,CRE_0002,YouTube,5172103.0,81839,3723,9672,47076,0.045492,63198.51
PERF_00000693,CMP_0010,2024-08-21,CRE_0011,YouTube,8778620.0,278324,9715,79675,176872,0.034905,31541.01
PERF_00000694,CMP_0010,2024-08-21,CRE_0004,YouTube,11371124.0,370764,7112,122997,205266,0.019182,30669.44
PERF_00000695,CMP_0010,2024-08-21,CRE_0002,YouTube,1891672.0,24616,971,9758,16969,0.039446,76847.25
PERF_00000696,CMP_0010,2024-08-22,CRE_0011,YouTube,8526983.0,107063,4204,17116,88255,0.039267,79644.54
PERF_00000697,CMP_0010,2024-08-22,CRE_0004,YouTube,11899120.0,136103,2187,50159,91223,0.016069,87427.32
PERF_00000698,CMP_0010,2024-08-22,CRE_0002,YouTube,1064612.0,26889,1270,11627,24182,0.047231,39592.84
PERF_00000699,CMP_0011,2024-10-03,CRE_0013,TikTok,5429147.0,80932,675,29579,42897,0.00834,67082.82
PERF_00000700,CMP_0011,2024-10-03,CRE_0005,TikTok,4971584.0,87245,525,51529,55060,0.006018,56984.17
PERF_00000701,CMP_0011,2024-10-03,CRE_0009,TikTok,10821104.0,99958,4689,40128,84027,0.04691,108256.51
PERF_00000702,CMP_0011,2024-10-04,CRE_0013,TikTok,5756716.0,149276,2521,39840,127685,0.016888,38564.24
PERF_00000703,CMP_0011,2024-10-04,CRE_0005,TikTok,3147975.0,64103,2629,13830,39141,0.041012,49108.08
PERF_00000704,CMP_0011,2024-10-04,CRE_0009,TikTok,12701274.0,159726,4689,84595,131714,0.029357,79519.14
PERF_00000705,CMP_0011,2024-10-05,CRE_0013,TikTok,8459579.0,103212,3723,25658,74410,0.036071,81963.13
PERF_00000706,CMP_0011,2024-10-05,CRE_0005,TikTok,4814418.0,43538,1691,5240,37770,0.03884,110579.68
PERF_00000707,CMP_0011,2024-10-05,CRE_0009,TikTok,6592482.0,73897,1264,9312,38980,0.017105,89211.77
PERF_00000708,CMP_0011,2024-10-06,CRE_0013,TikTok,14260265.0,171919,1686,58192,118226,0.009807,82947.58
PERF_00000709,CMP_0011,2024-10-06,CRE_0005,TikTok,5736359.0,72817,1230,28793,52754,0.016892,78777.74
PERF_00000710,CMP_0011,2024-10-06,CRE_0009,TikTok,12014553.0,321409,4042,136355,233859,0.012576,37380.89
PERF_00000711,CMP_0011,2024-10-07,CRE_0013,TikTok,13067037.0,150584,867,31503,117947,0.005758,86775.73
PERF_00000712,CMP_0011,2024-10-07,CRE_0005,TikTok,2955859.0,25447,1116,9029,22796,0.043856,116157.46
PERF_00000713,CMP_0011,2024-10-07,CRE_0009,TikTok,576654.0,7482,129,3721,6064,0.017241,77072.17
PERF_00000714,CMP_0011,2024-10-08,CRE_0013,TikTok,3219474.0,40608,311,8345,31136,0.007659,79281.77
PERF_00000715,CMP_0011,2024-10-08,CRE_0005,TikTok,3290841.0,42462,870,12834,31265,0.020489,77500.85
PERF_00000716,CMP_0011,2024-10-08,CRE_0009,TikTok,13705820.0,245230,3974,129498,134842,0.016205,55889.65
PERF_00000717,CMP_0011,2024-10-09,CRE_0013,TikTok,6593251.0,74626,2044,43947,49418,0.02739,88350.59
PERF_00000718,CMP_0011,2024-10-09,CRE_0005,TikTok,3271892.0,62009,667,11916,46899,0.010757,52764.79
PERF_00000719,CMP_0011,2024-10-09,CRE_0009,TikTok,2239670.0,24777,271,2975,22280,0.010938,90393.11
PERF_00000720,CMP_0011,2024-10-10,CRE_0013,TikTok,11300762.0,117946,4220,19635,69264,0.035779,95813.02
PERF_00000721,CMP_0011,2024-10-10,CRE_0005,TikTok,14411297.0,176367,6055,80885,146735,0.034332,81711.98
PERF_00000722,CMP_0011,2024-10-10,CRE_0009,TikTok,699519.0,17653,252,3039,13941,0.014275,39626.07
PERF_00000723,CMP_0011,2024-10-11,CRE_0013,TikTok,11891163.0,109907,2157,33583,83947,0.019626,108192.95
PERF_00000724,CMP_0011,2024-10-11,CRE_0005,TikTok,10364561.0,148262,2086,61903,86394,0.01407,69907.06
PERF_00000725,CMP_0011,2024-10-11,CRE_0009,TikTok,5621084.0,51905,2263,22378,36124,0.043599,108295.62
PERF_00000726,CMP_0011,2024-10-12,CRE_0013,TikTok,14262574.0,205599,3360,65102,115843,0.016342,69370.83
PERF_00000727,CMP_0011,2024-10-12,CRE_0005,TikTok,11830200.0,112634,4356,40789,65500,0.038674,105032.23
PERF_00000728,CMP_0011,2024-10-12,CRE_0009,TikTok,2101039.0,37620,667,7092,30382,0.01773,55848.99
PERF_00000729,CMP_0011,2024-10-13,CRE_0013,TikTok,7361893.0,74636,592,24421,46369,0.007932,98637.29
PERF_00000730,CMP_0011,2024-10-13,CRE_0005,TikTok,3752578.0,78043,3423,40561,69099,0.04386,48083.47
PERF_00000731,CMP_0011,2024-10-13,CRE_0009,TikTok,4409773.0,60216,1488,10040,48919,0.024711,73232.58
PERF_00000732,CMP_0011,2024-10-14,CRE_0013,TikTok,9855695.0,152535,7534,57333,115431,0.049392,64612.68
PERF_00000733,CMP_0011,2024-10-14,CRE_0005,TikTok,2598036.0,48030,1041,10922,25913,0.021674,54091.94
PERF_00000734,CMP_0011,2024-10-14,CRE_0009,TikTok,12999035.0,169959,3222,51303,89260,0.018958,76483.36
PERF_00000735,CMP_0011,2024-10-15,CRE_0013,TikTok,14378735.0,362726,16484,81993,216807,0.045445,39640.76
PERF_00000736,CMP_0011,2024-10-15,CRE_0005,TikTok,14386345.0,126391,5499,48939,109931,0.043508,113824.13
PERF_00000737,CMP_0011,2024-10-15,CRE_0009,TikTok,13866498.0,160349,7854,16305,141660,0.048981,86476.98
PERF_00000738,CMP_0011,2024-10-16,CRE_0013,TikTok,5246962.0,56990,1705,21882,28528,0.029918,92068.12
