order_id,customer_id,order_amount_vnd,timestamp,date,campaign_id,creator_id,platform,product_category,payment_method,order_status
ORD_0001448,CST_001057,624000.0,2024-03-03 16:57:03,2024-03-03,CMP_0009,CRE_0002,Lazada Live,Food & Beverage,MoMo,Completed
ORD_0001449,CST_000957,1285000.0,2024-05-24 09:24:07,2024-05-24,CMP_0028,CRE_0001,Lazada Live,Food & Beverage,COD,Completed
ORD_0001450,CST_001064,1132000.0,2024-03-21 21:03:56,2024-03-21,CMP_0003,CRE_0017,Facebook,Finance,MoMo,Completed
ORD_0001451,CST_000500,157000.0,2024-09-01 22:14:40,2024-09-01,CMP_0013,CRE_0013,Lazada Live,Beauty & Skincare,VNPay,Completed
ORD_0001452,CST_000220,366000.0,2024-07-16 20:02:35,2024-07-16,CMP_0027,CRE_0019,Instagram,Fashion,VNPay,Completed
ORD_0001453,CST_001965,175000.0,2024-06-06 15:04:33,2024-06-06,CMP_0019,CRE_0001,Facebook,Finance,MoMo,Completed
ORD_0001454,CST_001291,552000.0,2024-10-25 20:16:41,2024-10-25,CMP_0005,CRE_0003,TikTok,Technology,COD,Completed
ORD_0001455,CST_001761,901000.0,2024-11-11 20:02:12,2024-11-11,CMP_0029,CRE_0001,TikTok,Home & Living,VNPay,Completed
ORD_0001456,CST_000919,677000.0,2024-01-14 18:18:04,2024-01-14,CMP_0006,CRE_0020,Lazada Live,Fashion,VNPay,Cancelled
ORD_0001457,CST_000858,342000.0,2024-06-28 04:15:35,2024-06-28,CMP_0002,CRE_0015,TikTok,Fashion,ZaloPay,Returned
ORD_0001458,CST_001836,576000.0,2024-07-08 05:53:46,2024-07-08,CMP_0002,CRE_0003,TikTok,Fashion,Credit Card,Completed
ORD_0001459,CST_001371,325000.0,2024-05-27 18:39:52,2024-05-27,CMP_0001,CRE_0007,Instagram,Beauty & Skincare,COD,Cancelled
ORD_0001460,CST_001788,648000.0,2024-10-29 06:26:15,2024-10-29,CMP_0004,CRE_0015,Facebook,Gaming,Bank Transfer,Completed
ORD_0001461,CST_000241,376000.0,2024-01-10 12:15:32,2024-01-10,CMP_0006,CRE_0008,Lazada Live,Fashion,Credit Card,Completed
ORD_0001462,CST_000920,78000.0,2024-04-05 15:32:26,2024-04-05,CMP_0003,CRE_0013,Facebook,Finance,ZaloPay,Returned
ORD_0001463,CST_001132,2034000.0,2024-03-21 04:45:50,2024-03-21,CMP_0003,CRE_0020,Facebook,Finance,Credit Card,Completed
ORD_0001464,CST_000910,6132000.0,2024-05-29 01:58:09,2024-05-29,CMP_0028,CRE_0011,Lazada Live,Food & Beverage,ZaloPay,Completed
ORD_0001465,CST_001713,752000.0,2024-07-06 16:39:48,2024-07-06,CMP_0002,CRE_0001,TikTok,Fashion,Credit Card,Returned
ORD_0001466,CST_001318,278000.0,2024-06-07 14:31:33,2024-06-07,CMP_0001,CRE_0006,Instagram,Beauty & Skincare,MoMo,Cancelled
ORD_0001467,CST_000132,50000.0,2024-12-06 05:24:20,2024-12-06,CMP_0016,CRE_0007,Shopee Live,Home & Living,ZaloPay,Completed
ORD_0001468,CST_000634,139000.0,2024-06-07 15:16:44,2024-06-07,CMP_0019,CRE_0011,Facebook,Finance,Credit Card,Returned
ORD_0001469,CST_001389,51000.0,2024-07-26 11:28:46,2024-07-26,CMP_0012,CRE_0017,Instagram,Finance,VNPay,Completed
ORD_0001470,CST_000231,342000.0,2024-06-01 04:46:26,2024-06-01,CMP_0028,CRE_0017,Lazada Live,Food & Beverage,MoMo,Completed
ORD_0001471,CST_001613,102000.0,2024-05-04 03:20:47,2024-05-04,CMP_0025,CRE_0008,Instagram,Technology,VNPay,Completed
ORD_0001472,CST_000076,668000.0,2024-03-04 14:27:18,2024-03-04,CMP_0003,CRE_0012,Facebook,Finance,COD,Returned
ORD_0001473,CST_000139,50000.0,2024-05-18 00:38:34,2024-05-18,CMP_0025,CRE_0019,Instagram,Technology,Credit Card,Completed
ORD_0001474,CST_001952,577000.0,2024-06-14 22:03:11,2024-06-14,CMP_0014,CRE_0014,TikTok,Fashion,COD,Completed
ORD_0001475,CST_000494,215000.0,2024-10-31 23:47:57,2024-10-31,CMP_0030,CRE_0007,YouTube,Fashion,VNPay,Cancelled
ORD_0001476,CST_000658,215000.0,2024-10-06 09:39:56,2024-10-06,CMP_0005,CRE_0015,TikTok,Technology,COD,Completed
ORD_0001477,CST_001097,446000.0,2024-03-04 10:46:30,2024-03-04,CMP_0003,CRE_0018,Facebook,Finance,COD,Completed
ORD_0001478,CST_000182,635000.0,2024-05-21 08:43:47,2024-05-21,CMP_0026,CRE_0013,Lazada Live,Gaming,COD,Cancelled
ORD_0001479,CST_001863,980000.0,2024-08-16 12:49:10,2024-08-16,CMP_0024,CRE_0013,TikTok,Food & Beverage,VNPay,Returned
ORD_0001480,CST_001541,242000.0,2024-07-21 15:26:46,2024-07-21,CMP_0024,CRE_0006,TikTok,Food & Beverage,ZaloPay,Cancelled
ORD_0001481,CST_001483,548000.0,2024-11-02 06:58:07,2024-11-02,CMP_0004,CRE_0019,Facebook,Gaming,MoMo,Completed
ORD_0001482,CST_001776,318000.0,2024-05-06 22:14:08,2024-05-06,CMP_0025,CRE_0013,Instagram,Technology,Credit Card,Completed
ORD_0001483,CST_000570,209000.0,2024-04-17 18:16:55,2024-04-17,CMP_0008,CRE_0003,TikTok,Fashion,VNPay,Cancelled
ORD_0001484,CST_000824,110000.0,2024-01-09 17:57:33,2024-01-09,CMP_0006,CRE_0008,Lazada Live,Fashion,COD,Completed
ORD_0001485,CST_000621,281000.0,2024-10-29 16:09:27,2024-10-29,CMP_0029,CRE_0020,TikTok,Home & Living,COD,Completed
ORD_0001486,CST_001625,253000.0,2024-03-12 17:24:23,2024-03-12,CMP_0015,CRE_0017,Instagram,Home & Living,VNPay,Returned
ORD_0001487,CST_000123,3067000.0,2024-05-23 02:12:09,2024-05-23,CMP_0021,CRE_0017,Facebook,Beauty & Skincare,ZaloPay,Completed
ORD_0001488,CST_001281,191000.0,2024-06-08 13:58:34,2024-06-08,CMP_0028,CRE_0007,Lazada Live,Food & Beverage,MoMo,Returned
ORD_0001489,CST_000900,124000.0,2024-08-07 21:43:33,2024-08-07,CMP_0013,CRE_0006,Lazada Live,Beauty & Skincare,VNPay,Cancelled
ORD_0001490,CST_000429,680000.0,2024-05-25 12:29:59,2024-05-25,CMP_0026,CRE_0003,Lazada Live,Gaming,ZaloPay,Completed
ORD_0001491,CST_001525,68000.0,2024-04-07 17:18:24,2024-04-07,CMP_0008,CRE_0013,TikTok,Fashion,Credit Card,Cancelled
ORD_0001492,CST_000101,794000.0,2024-05-01 07:13:44,2024-05-01,CMP_0025,CRE_0017,Instagram,Technology,MoMo,Returned
ORD_0001493,CST_000456,89000.0,2024-08-22 02:40:05,2024-08-22,CMP_0010,CRE_0002,YouTube,Beauty & Skincare,Credit Card,Completed
ORD_0001494,CST_001540,675000.0,2024-06-20 12:26:15,2024-06-20,CMP_0002,CRE_0005,TikTok,Fashion,VNPay,Completed
ORD_0001495,CST_000679,753000.0,2024-07-29 09:04:18,2024-07-29,CMP_0012,CRE_0015,Instagram,Finance,VNPay,Returned
ORD_0001496,CST_000004,497000.0,2024-10-01 18:22:04,2024-10-01,CMP_0005,CRE_0017,TikTok,Technology,MoMo,Cancelled
ORD_0001497,CST_000090,1233000.0,2024-06-10 01:24:46,2024-06-10,CMP_0014,CRE_0002,TikTok,Fashion,Credit Card,Returned
ORD_0001498,CST_000409,90000.0,2024-10-24 09:26:37,2024-10-24,CMP_0029,CRE_0017,TikTok,Home & Living,Bank Transfer,Cancelled
ORD_0001499,CST_001118,204000.0,2024-10-21 04:57:19,2024-10-21,CMP_0004,CRE_0018,Facebook,Gaming,MoMo,Completed
ORD_0001500,CST_000364,264000.0,2024-11-08 04:58:04,2024-11-08,CMP_0016,CRE_0009,Shopee Live,Home & Living,Credit Card,Completed
ORD_0001501,CST_001712,175000.0,2024-05-17 18:12:22,2024-05-17,CMP_0025,CRE_0001,Instagram,Technology,ZaloPay,Completed
ORD_0001502,CST_001263,1117000.0,2024-05-18 20:59:00,2024-05-18,CMP_0026,CRE_0017,Lazada Live,Gaming,MoMo,Completed
ORD_0001503,CST_000889,4371000.0,2024-01-07 21:42:01,2024-01-07,CMP_0006,CRE_0015,Lazada Live,Fashion,COD,Completed
ORD_0001504,CST_001024,1000000.0,2024-02-28 07:59:14,2024-02-28,CMP_0018,CRE_0003,Instagram,Health & Fitness,MoMo,Returned
ORD_0001505,CST_001883,570000.0,2024-06-04 11:16:47,2024-06-04,CMP_0019,CRE_0018,Facebook,Finance,Bank Transfer,Completed
ORD_0001506,CST_001963,587000.0,2024-08-22 05:10:00,2024-08-22,CMP_0010,CRE_0018,YouTube,Beauty & Skincare,COD,Completed
ORD_0001507,CST_000285,2062000.0,2024-05-21 01:32:37,2024-05-21,CMP_0026,CRE_0004,Lazada Live,Gaming,ZaloPay,Returned
ORD_0001508,CST_000685,234000.0,2024-02-07 03:52:10,2024-02-07,CMP_0018,CRE_0002,Instagram,Health & Fitness,MoMo,Completed
ORD_0001509,CST_000475,876000.0,2024-11-08 22:08:17,2024-11-08,CMP_0016,CRE_0020,Shopee Live,Home & Living,MoMo,Completed
ORD_0001510,CST_000345,123000.0,2024-06-29 22:48:10,2024-06-29,CMP_0002,CRE_0016,TikTok,Fashion,MoMo,Cancelled
ORD_0001511,CST_000097,304000.0,2024-08-13 07:35:14,2024-08-13,CMP_0013,CRE_0008,Lazada Live,Beauty & Skincare,ZaloPay,Returned
ORD_0001512,CST_001498,361000.0,2024-07-28 06:38:37,2024-07-28,CMP_0012,CRE_0018,Instagram,Finance,MoMo,Cancelled
ORD_0001513,CST_000197,244000.0,2024-05-26 07:01:33,2024-05-26,CMP_0001,CRE_0010,Instagram,Beauty & Skincare,VNPay,Returned
ORD_0001514,CST_000042,96000.0,2024-05-30 04:37:41,2024-05-30,CMP_0021,CRE_0011,Facebook,Beauty & Skincare,COD,Completed
ORD_0001515,CST_000646,224000.0,2024-11-07 15:42:06,2024-11-07,CMP_0030,CRE_0004,YouTube,Fashion,VNPay,Completed
ORD_0001516,CST_000990,52000.0,2024-10-28 14:31:10,2024-10-28,CMP_0030,CRE_0009,YouTube,Fashion,MoMo,Completed
ORD_0001517,CST_000808,150000.0,2024-11-30 22:14:36,2024-11-30,CMP_0016,CRE_0017,Shopee Live,Home & Living,Bank Transfer,Cancelled
ORD_0001518,CST_000427,537000.0,2024-02-25 16:25:21,2024-02-25,CMP_0023,CRE_0016,Instagram,Finance,MoMo,Completed
ORD_0001519,CST_000776,264000.0,2024-03-06 12:24:00,2024-03-06,CMP_0020,CRE_0002,Lazada Live,Technology,MoMo,Returned
ORD_0001520,CST_001027,229000.0,2024-02-07 04:00:35,2024-02-07,CMP_0009,CRE_0005,Lazada Live,Food & Beverage,MoMo,Completed
ORD_0001521,CST_001190,175000.0,2024-06-02 21:37:40,2024-06-02,CMP_0026,CRE_0008,Lazada Live,Gaming,MoMo,Completed
ORD_0001522,CST_001996,604000.0,2024-08-05 04:25:38,2024-08-05,CMP_0013,CRE_0015,Lazada Live,Beauty & Skincare,MoMo,Completed
ORD_0001523,CST_000876,50000.0,2024-03-06 13:35:18,2024-03-06,CMP_0023,CRE_0007,Instagram,Finance,ZaloPay,Returned
ORD_0001524,CST_000138,94000.0,2024-03-12 14:20:09,2024-03-12,CMP_0017,CRE_0008,Lazada Live,Fashion,MoMo,Completed
ORD_0001525,CST_000024,91000.0,2024-11-18 08:10:39,2024-11-18,CMP_0016,CRE_0007,Shopee Live,Home & Living,VNPay,Completed
ORD_0001526,CST_000086,2862000.0,2024-04-16 11:08:47,2024-04-16,CMP_0008,CRE_0017,TikTok,Fashion,Bank Transfer,Cancelled
ORD_0001527,CST_000485,363000.0,2024-07-27 05:38:51,2024-07-27,CMP_0012,CRE_0010,Instagram,Finance,Bank Transfer,Completed
ORD_0001528,CST_000624,874000.0,2024-02-18 08:39:51,2024-02-18,CMP_0003,CRE_0015,Facebook,Finance,MoMo,Completed
ORD_0001529,CST_000076,1889000.0,2024-08-05 06:43:55,2024-08-05,CMP_0024,CRE_0009,TikTok,Food & Beverage,VNPay,Cancelled
ORD_0001530,CST_001686,102000.0,2024-07-20 13:29:34,2024-07-20,CMP_0002,CRE_0013,TikTok,Fashion,MoMo,Cancelled
ORD_0001531,CST_000514,1033000.0,2024-11-22 07:39:24,2024-11-22,CMP_0016,CRE_0001,Shopee Live,Home & Living,MoMo,Returned
ORD_0001532,CST_000105,464000.0,2024-10-02 17:57:54,2024-10-02,CMP_0007,CRE_0017,YouTube,Home & Living,Bank Transfer,Completed
ORD_0001533,CST_001280,963000.0,2024-08-07 22:43:31,2024-08-07,CMP_0010,CRE_0009,YouTube,Beauty & Skincare,Credit Card,Completed
ORD_0001534,CST_000935,307000.0,2024-11-04 03:57:43,2024-11-04,CMP_0016,CRE_0015,Shopee Live,Home & Living,COD,Returned
ORD_0001535,CST_000475,169000.0,2024-11-09 18:06:24,2024-11-09,CMP_0030,CRE_0014,YouTube,Fashion,Credit Card,Completed
ORD_0001536,CST_001139,331000.0,2024-05-03 03:02:16,2024-05-03,CMP_0025,CRE_0014,Instagram,Technology,ZaloPay,Completed
ORD_0001537,CST_000137,628000.0,2024-10-15 10:51:30,2024-10-15,CMP_0005,CRE_0018,TikTok,Technology,Credit Card,Cancelled
ORD_0001538,CST_001737,974000.0,2024-07-01 05:54:31,2024-07-01,CMP_0027,CRE_0018,Instagram,Fashion,VNPay,Completed
ORD_0001539,CST_000829,437000.0,2024-10-27 08:36:43,2024-10-27,CMP_0030,CRE_0001,YouTube,Fashion,Bank Transfer,Cancelled
ORD_0001540,CST_000686,599000.0,2024-08-07 23:44:22,2024-08-07,CMP_0010,CRE_0012,YouTube,Beauty & Skincare,Credit Card,Returned
ORD_0001541,CST_000853,149000.0,2024-02-22 01:45:50,2024-02-22,CMP_0023,CRE_0007,Instagram,Finance,COD,Cancelled
ORD_0001542,CST_000524,224000.0,2024-10-26 18:25:31,2024-10-26,CMP_0011,CRE_0009,TikTok,Technology,VNPay,Completed
ORD_0001543,CST_001607,536000.0,2024-02-20 00:00:03,2024-02-20,CMP_0009,CRE_0015,Lazada Live,Food & Beverage,MoMo,Returned
ORD_0001544,CST_000842,373000.0,2024-06-23 07:49:55,2024-06-23,CMP_0002,CRE_0017,TikTok,Fashion,Bank Transfer,Completed
ORD_0001545,CST_000423,163000.0,2024-01-15 17:32:42,2024-01-15,CMP_0006,CRE_0009,Lazada Live,Fashion,MoMo,Cancelled
ORD_0001546,CST_000768,1544000.0,2024-03-10 18:52:47,2024-03-10,CMP_0023,CRE_0004,Instagram,Finance,Bank Transfer,Cancelled
ORD_0001547,CST_000565,681000.0,2024-11-06 13:26:40,2024-11-06,CMP_0016,CRE_0015,Shopee Live,Home & Living,Bank Transfer,Completed
ORD_0001548,CST_001327,490000.0,2024-04-06 17:44:42,2024-04-06,CMP_0017,CRE_0019,Lazada Live,Fashion,COD,Returned
ORD_0001549,CST_000822,340000.0,2024-03-30 15:29:07,2024-03-30,CMP_0023,CRE_0001,Instagram,Finance,Bank Transfer,Completed
ORD_0001550,CST_001625,117000.0,2024-11-12 07:44:01,2024-11-12,CMP_0016,CRE_0002,Shopee Live,Home & Living,COD,Completed
ORD_0001551,CST_000722,211000.0,2024-10-09 03:26:43,2024-10-09,CMP_0004,CRE_0005,Facebook,Gaming,ZaloPay,Completed
ORD_0001552,CST_001411,467000.0,2024-02-11 04:56:28,2024-02-11,CMP_0015,CRE_0015,Instagram,Home & Living,COD,Returned
ORD_0001553,CST_000606,141000.0,2024-06-12 23:20:00,2024-06-12,CMP_0014,CRE_0006,TikTok,Fashion,Bank Transfer,Returned
ORD_0001554,CST_001049,94000.0,2024-01-13 23:38:58,2024-01-13,CMP_0006,CRE_0018,Lazada Live,Fashion,Bank Transfer,Completed
ORD_0001555,CST_001948,543000.0,2024-11-20 14:25:08,2024-11-20,CMP_0016,CRE_0003,Shopee Live,Home & Living,ZaloPay,Completed
ORD_0001556,CST_000111,287000.0,2024-05-27 10:32:19,2024-05-27,CMP_0019,CRE_0010,Facebook,Finance,ZaloPay,Returned
ORD_0001557,CST_000044,522000.0,2024-11-09 05:41:02,2024-11-09,CMP_0029,CRE_0013,TikTok,Home & Living,Bank Transfer,Completed
ORD_0001558,CST_001865,423000.0,2024-11-17 22:22:02,2024-11-17,CMP_0011,CRE_0003,TikTok,Technology,Credit Card,Completed
ORD_0001559,CST_001579,629000.0,2024-06-22 15:14:05,2024-06-22,CMP_0001,CRE_0002,Instagram,Beauty & Skincare,Bank Transfer,Returned
ORD_0001560,CST_000569,86000.0,2024-09-01 13:25:20,2024-09-01,CMP_0013,CRE_0006,Lazada Live,Beauty & Skincare,Bank Transfer,Completed
ORD_0001561,CST_001936,116000.0,2024-03-05 18:17:14,2024-03-05,CMP_0023,CRE_0017,Instagram,Finance,Bank Transfer,Returned
ORD_0001562,CST_000928,612000.0,2024-10-24 14:35:42,2024-10-24,CMP_0030,CRE_0008,YouTube,Fashion,Credit Card,Completed
ORD_0001563,CST_000681,347000.0,2024-04-13 14:54:35,2024-04-13,CMP_0008,CRE_0012,TikTok,Fashion,Credit Card,Returned
ORD_0001564,CST_001010,80000.0,2024-10-17 03:01:28,2024-10-17,CMP_0004,CRE_0009,Facebook,Gaming,MoMo,Completed
ORD_0001565,CST_001982,749000.0,2024-10-03 10:59:43,2024-10-03,CMP_0005,CRE_0018,TikTok,Technology,VNPay,Returned
ORD_0001566,CST_000505,1122000.0,2024-05-26 10:35:25,2024-05-26,CMP_0021,CRE_0011,Facebook,Beauty & Skincare,ZaloPay,Completed
ORD_0001567,CST_000179,406000.0,2024-07-08 20:11:21,2024-07-08,CMP_0002,CRE_0016,TikTok,Fashion,VNPay,Returned
ORD_0001568,CST_000138,158000.0,2024-03-02 02:55:37,2024-03-02,CMP_0023,CRE_0006,Instagram,Finance,ZaloPay,Completed
ORD_0001569,CST_000327,1302000.0,2024-02-17 10:33:41,2024-02-17,CMP_0009,CRE_0004,Lazada Live,Food & Beverage,Credit Card,Completed
ORD_0001570,CST_001923,220000.0,2024-06-10 12:17:43,2024-06-10,CMP_0014,CRE_0014,TikTok,Fashion,MoMo,Completed
ORD_0001571,CST_000005,419000.0,2024-09-30 04:54:43,2024-09-30,CMP_0005,CRE_0004,TikTok,Technology,MoMo,Cancelled
ORD_0001572,CST_001097,232000.0,2024-02-14 05:37:46,2024-02-14,CMP_0023,CRE_0009,Instagram,Finance,COD,Cancelled
ORD_0001573,CST_001771,444000.0,2024-03-10 08:15:28,2024-03-10,CMP_0020,CRE_0004,Lazada Live,Technology,Credit Card,Returned
ORD_0001574,CST_000030,358000.0,2024-03-15 15:48:59,2024-03-15,CMP_0017,CRE_0017,Lazada Live,Fashion,COD,Completed
ORD_0001575,CST_001120,1249000.0,2024-04-11 18:38:55,2024-04-11,CMP_0017,CRE_0004,Lazada Live,Fashion,MoMo,Completed
ORD_0001576,CST_001424,426000.0,2024-09-26 09:45:53,2024-09-26,CMP_0007,CRE_0002,YouTube,Home & Living,MoMo,Returned
ORD_0001577,CST_001660,905000.0,2024-02-22 10:41:33,2024-02-22,CMP_0023,CRE_0019,Instagram,Finance,VNPay,Completed
ORD_0001578,CST_000857,669000.0,2024-05-26 03:49:15,2024-05-26,CMP_0021,CRE_0001,Facebook,Beauty & Skincare,Credit Card,Completed
ORD_0001579,CST_001036,250000.0,2024-01-08 13:28:53,2024-01-08,CMP_0006,CRE_0004,Lazada Live,Fashion,Credit Card,Completed
ORD_0001580,CST_001657,102000.0,2024-06-10 06:25:49,2024-06-10,CMP_0019,CRE_0009,Facebook,Finance,VNPay,Cancelled
ORD_0001581,CST_000154,485000.0,2024-07-15 08:37:57,2024-07-15,CMP_0027,CRE_0006,Instagram,Fashion,ZaloPay,Completed
ORD_0001582,CST_000532,54000.0,2024-06-09 04:00:15,2024-06-09,CMP_0028,CRE_0014,Lazada Live,Food & Beverage,MoMo,Returned
ORD_0001583,CST_001763,208000.0,2024-01-13 15:45:57,2024-01-13,CMP_0022,CRE_0017,Instagram,Fashion,Bank Transfer,Completed
ORD_0001584,CST_000482,226000.0,2024-09-20 09:36:39,2024-09-20,CMP_0007,CRE_0017,YouTube,Home & Living,VNPay,Returned
ORD_0001585,CST_001794,83000.0,2024-08-07 12:17:22,2024-08-07,CMP_0010,CRE_0019,YouTube,Beauty & Skincare,MoMo,Completed
ORD_0001586,CST_001878,293000.0,2024-05-20 04:54:14,2024-05-20,CMP_0026,CRE_0006,Lazada Live,Gaming,ZaloPay,Completed
ORD_0001587,CST_001596,70000.0,2024-10-30 21:55:36,2024-10-30,CMP_0029,CRE_0012,TikTok,Home & Living,ZaloPay,Completed
ORD_0001588,CST_001752,1159000.0,2024-11-06 12:07:32,2024-11-06,CMP_0011,CRE_0017,TikTok,Technology,Credit Card,Cancelled
ORD_0001589,CST_001896,162000.0,2024-04-11 01:33:14,2024-04-11,CMP_0008,CRE_0009,TikTok,Fashion,Credit Card,Returned
ORD_0001590,CST_000785,111000.0,2024-04-10 11:36:34,2024-04-10,CMP_0017,CRE_0012,Lazada Live,Fashion,ZaloPay,Cancelled
ORD_0001591,CST_001950,727000.0,2024-09-25 11:42:58,2024-09-25,CMP_0007,CRE_0015,YouTube,Home & Living,ZaloPay,Completed
ORD_0001592,CST_000698,126000.0,2024-10-06 13:34:15,2024-10-06,CMP_0005,CRE_0008,TikTok,Technology,MoMo,Completed
ORD_0001593,CST_001533,267000.0,2024-02-20 19:47:38,2024-02-20,CMP_0018,CRE_0002,Instagram,Health & Fitness,Credit Card,Completed
ORD_0001594,CST_001994,276000.0,2024-11-09 00:05:55,2024-11-09,CMP_0029,CRE_0001,TikTok,Home & Living,ZaloPay,Completed
ORD_0001595,CST_000548,570000.0,2024-06-03 11:55:58,2024-06-03,CMP_0019,CRE_0015,Facebook,Finance,Credit Card,Completed
ORD_0001596,CST_000506,674000.0,2024-01-08 08:06:56,2024-01-08,CMP_0022,CRE_0020,Instagram,Fashion,COD,Completed
ORD_0001597,CST_000884,2184000.0,2024-07-18 05:15:47,2024-07-18,CMP_0024,CRE_0014,TikTok,Food & Beverage,ZaloPay,Cancelled
ORD_0001598,CST_000964,274000.0,2024-05-18 13:27:40,2024-05-18,CMP_0021,CRE_0016,Facebook,Beauty & Skincare,Bank Transfer,Completed
ORD_0001599,CST_001044,137000.0,2024-05-02 22:59:06,2024-05-02,CMP_0025,CRE_0009,Instagram,Technology,Credit Card,Returned
ORD_0001600,CST_000916,1220000.0,2024-06-08 05:25:01,2024-06-08,CMP_0028,CRE_0016,Lazada Live,Food & Beverage,Bank Transfer,Returned
ORD_0001601,CST_000434,195000.0,2024-05-27 20:14:12,2024-05-27,CMP_0026,CRE_0019,Lazada Live,Gaming,Credit Card,Cancelled
ORD_0001602,CST_000924,1103000.0,2024-09-29 08:08:23,2024-09-29,CMP_0005,CRE_0006,TikTok,Technology,ZaloPay,Returned
ORD_0001603,CST_001797,529000.0,2024-02-24 14:43:21,2024-02-24,CMP_0009,CRE_0012,Lazada Live,Food & Beverage,Credit Card,Completed
ORD_0001604,CST_001193,192000.0,2024-10-15 16:19:27,2024-10-15,CMP_0004,CRE_0013,Facebook,Gaming,Bank Transfer,Cancelled
ORD_0001605,CST_000585,2624000.0,2024-11-28 16:55:19,2024-11-28,CMP_0016,CRE_0015,Shopee Live,Home & Living,MoMo,Cancelled
ORD_0001606,CST_000916,304000.0,2024-05-18 07:23:42,2024-05-18,CMP_0025,CRE_0016,Instagram,Technology,COD,Returned
ORD_0001607,CST_001322,318000.0,2024-06-01 21:37:11,2024-06-01,CMP_0019,CRE_0002,Facebook,Finance,Credit Card,Completed
ORD_0001608,CST_000972,1029000.0,2024-08-17 02:54:26,2024-08-17,CMP_0010,CRE_0019,YouTube,Beauty & Skincare,MoMo,Returned
ORD_0001609,CST_001560,406000.0,2024-08-02 20:28:33,2024-08-02,CMP_0024,CRE_0019,TikTok,Food & Beverage,VNPay,Returned
ORD_0001610,CST_001176,118000.0,2024-10-12 13:47:58,2024-10-12,CMP_0007,CRE_0011,YouTube,Home & Living,VNPay,Completed
ORD_0001611,CST_000355,452000.0,2024-05-11 18:08:45,2024-05-11,CMP_0025,CRE_0008,Instagram,Technology,Bank Transfer,Completed
ORD_0001612,CST_001170,262000.0,2024-05-18 02:39:17,2024-05-18,CMP_0021,CRE_0014,Facebook,Beauty & Skincare,Credit Card,Returned
ORD_0001613,CST_000724,1023000.0,2024-01-08 16:58:50,2024-01-08,CMP_0022,CRE_0010,Instagram,Fashion,VNPay,Cancelled
ORD_0001614,CST_001285,77000.0,2024-11-08 21:29:36,2024-11-08,CMP_0029,CRE_0005,TikTok,Home & Living,Credit Card,Completed
ORD_0001615,CST_001674,497000.0,2024-07-19 22:41:07,2024-07-19,CMP_0002,CRE_0014,TikTok,Fashion,Bank Transfer,Returned
ORD_0001616,CST_001201,75000.0,2024-02-29 12:11:20,2024-02-29,CMP_0020,CRE_0011,Lazada Live,Technology,COD,Completed
ORD_0001617,CST_001429,247000.0,2024-06-09 01:36:44,2024-06-09,CMP_0028,CRE_0001,Lazada Live,Food & Beverage,Bank Transfer,Cancelled
ORD_0001618,CST_000991,1422000.0,2024-05-14 22:16:40,2024-05-14,CMP_0001,CRE_0006,Instagram,Beauty & Skincare,MoMo,Completed
ORD_0001619,CST_001999,791000.0,2024-01-07 15:54:43,2024-01-07,CMP_0022,CRE_0019,Instagram,Fashion,ZaloPay,Returned
ORD_0001620,CST_000092,590000.0,2024-08-03 04:39:19,2024-08-03,CMP_0012,CRE_0012,Instagram,Finance,COD,Returned
ORD_0001621,CST_000445,211000.0,2024-11-03 14:09:47,2024-11-03,CMP_0004,CRE_0009,Facebook,Gaming,Credit Card,Completed
ORD_0001622,CST_001020,768000.0,2024-10-17 13:29:23,2024-10-17,CMP_0011,CRE_0015,TikTok,Technology,Credit Card,Completed
ORD_0001623,CST_001750,708000.0,2024-11-16 04:24:51,2024-11-16,CMP_0029,CRE_0016,TikTok,Home & Living,MoMo,Completed
ORD_0001624,CST_001228,719000.0,2024-10-11 02:00:19,2024-10-11,CMP_0007,CRE_0003,YouTube,Home & Living,MoMo,Completed
ORD_0001625,CST_001045,443000.0,2024-11-24 02:40:57,2024-11-24,CMP_0016,CRE_0001,Shopee Live,Home & Living,ZaloPay,Completed
ORD_0001626,CST_000845,160000.0,2024-01-20 19:02:30,2024-01-20,CMP_0022,CRE_0020,Instagram,Fashion,ZaloPay,Completed
ORD_0001627,CST_000799,188000.0,2024-11-03 23:05:29,2024-11-03,CMP_0016,CRE_0014,Shopee Live,Home & Living,VNPay,Completed
ORD_0001628,CST_001736,616000.0,2024-05-17 06:09:22,2024-05-17,CMP_0026,CRE_0019,Lazada Live,Gaming,MoMo,Completed
ORD_0001629,CST_000022,292000.0,2024-11-04 10:34:28,2024-11-04,CMP_0029,CRE_0016,TikTok,Home & Living,VNPay,Completed
ORD_0001630,CST_001220,315000.0,2024-07-08 21:31:11,2024-07-08,CMP_0024,CRE_0010,TikTok,Food & Beverage,ZaloPay,Returned
ORD_0001631,CST_000534,125000.0,2024-02-27 23:43:04,2024-02-27,CMP_0009,CRE_0020,Lazada Live,Food & Beverage,Bank Transfer,Cancelled
ORD_0001632,CST_000809,50000.0,2024-10-11 12:42:59,2024-10-11,CMP_0007,CRE_0006,YouTube,Home & Living,ZaloPay,Completed
ORD_0001633,CST_001195,534000.0,2024-09-17 09:16:14,2024-09-17,CMP_0013,CRE_0011,Lazada Live,Beauty & Skincare,COD,Cancelled
